title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
"Jaquar Authorised Dealer, TilePrint",,2.3,Bathroom supply store,"No 129, Rashtriya Vidyalaya Rd, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",,"No 129, Rashtriya Vidyalaya Rd","No 129, Rashtriya Vidyalaya Rd",Bengaluru,560004,Karnataka,IN,"XH2H+JV Bengaluru, Karnataka",jaquar.com,080 4120 4102,,,,300,ChIJV4DnOukVrjsR0DPPW3P8swU,"https://www.google.com/maps/place/Jaquar+Authorised+Dealer,+TilePrint/@12.9515297,77.5775216,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15e93ae78057:0x5b3fc735bcf33d0!8m2!3d12.9515297!4d77.5797103?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9515297,""lng"":77.5797103}",2021-02-05T17:34:03.627Z,,,4,4,"[""https://lh5.googleusercontent.com/p/AF1QipMflSghOej4HeEDdm0BZ0j9zQBDO99Amk5_dXXF=w1920-h1080-k-no""]"
IFB Washing Machine Best Service Center in Bangalore,,2,Washer & dryer repair service,"5, 5th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560041",,"5, 5th Main Rd","5, 5th Main Rd",Bengaluru,560041,Karnataka,IN,"WHHJ+Q9 Bengaluru, Karnataka",ifbindustries.com,,,,,299,ChIJoW667mMVrjsRNhX4RhNYLNQ,"https://www.google.com/maps/place/IFB+Washing+Machine+Best+Service+Center+in+Bangalore/@12.929491,77.5787373,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1563eeba6ea1:0xd42c581346f81536!8m2!3d12.929491!4d77.580926?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.929491,""lng"":77.580926}",2021-02-05T17:34:03.587Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
"Tata Motors Cars Showroom - Prerana Motors, Rajajinagar",,3.5,Car dealer,"No 46 2nd Stage, 10th Cross, near Navarang Under Pass, Rajajinagar, Bengaluru, Karnataka 560079",,"No 46 2nd Stage, 10th Cross, near Navarang Under Pass","No 46 2nd Stage, 10th Cross, near Navarang Under Pass",Bengaluru,560079,Karnataka,IN,"XGXX+MP Bengaluru, Karnataka",cars.tatamotors.com,096320 45054,,,,301,ChIJazB0t_s9rjsRM-mAZouKhrU,"https://www.google.com/maps/place/Tata+Motors+Cars+Showroom+-+Prerana+Motors,+Rajajinagar/@12.99918,77.5471271,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3dfbb774306b:0xb5868a8b6680e933!8m2!3d12.99918!4d77.5493158?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.99918,""lng"":77.5493158}",2021-02-05T17:34:05.492Z,,,59,59,"[""https://lh5.googleusercontent.com/p/AF1QipN0n8xPivTnq5rxBCDm3e5NbiLLeS2b_TzplZwQ=w1920-h1080-k-no""]"
LGAir conditioner repair center in Sangam Enclave,,,Air conditioning repair service,"Sangam Enclave, Kuvempu Layout, Narayanapura, Bengaluru, Karnataka 560077",,,,Bengaluru,560077,Karnataka,IN,"3M82+M8 Bengaluru, Karnataka",lg.com,,,,,263,ChIJYVoMniwZrjsRA7SKrZ2S6Ds,"https://www.google.com/maps/place/LGAir+conditioner+repair+center+in+Sangam+Enclave/@13.0666296,77.6486497,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae192c9e0c5a61:0x3be8929dad8ab403!8m2!3d13.0666296!4d77.6508384?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882696,77.400459,11z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":13.0666296,""lng"":77.6508384}",2021-02-05T17:33:50.878Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Concorde Motors,,3.7,Car dealer,"9/8, Dairy Circle, Hosur Rd, opp. Christ College, Bengaluru, Karnataka 560029",,"9/8, Dairy Circle, Hosur Rd, opp. Christ College","9/8, Dairy Circle, Hosur Rd, opp. Christ College",Bengaluru,560029,Karnataka,IN,"WJP4+P8 Bengaluru, Karnataka",concordemotors.com,080666 78200,,,,297,ChIJ-S5eHLMVrjsR55IFdega2eI,"https://www.google.com/maps/place/Concorde+Motors/@12.9367914,77.6036768,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15b31c5e2ef9:0xe2d91ae8750592e7!8m2!3d12.9367914!4d77.6058655?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9367914,""lng"":77.6058655}",2021-02-05T17:34:22.304Z,,,"1,287",1287,"[""https://lh5.googleusercontent.com/p/AF1QipOG9EAZ5Kofl0vAqeP1WYi7-qjA7PEHaqzhvqAZ=w1920-h1080-k-no""]"
ŠKODA Showroom,,4.1,Car dealer,"No 53, St Marks Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",,"No 53, St Marks Rd","No 53, St Marks Rd",Bengaluru,560001,Karnataka,IN,"XJF2+VH Bengaluru, Karnataka",dealers.skoda-auto.co.in,099019 53006,,,,294,ChIJO-UQI3kWrjsRqlEq29gbJt0,"https://www.google.com/maps/place/%C5%A0KODA+Showroom/@12.9746875,77.5992119,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16792310e53b:0xdd261bd8db2a51aa!8m2!3d12.9746875!4d77.6014006?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9746875,""lng"":77.6014006}",2021-02-05T17:34:24.012Z,,,342,342,"[""https://lh5.googleusercontent.com/p/AF1QipM3aDxrM8Fu-AkLdFPBRxGmBalucSEajtsLM9Du=w1920-h1080-k-no""]"
Khivraj Force,,3.7,Car dealer,"No.35/3, Ground Floor, Langford Road, Bengaluru, Karnataka 560025",,"No.35/3, Ground Floor, Langford Road","No.35/3, Ground Floor, Langford Road",Bengaluru,560025,Karnataka,IN,"XH6V+MX Bengaluru, Karnataka",khivraj.com,099648 80999,1,,,292,ChIJH9YZ9dkVrjsRvM6d8FbAjlo,"https://www.google.com/maps/place/Khivraj+Force/@12.961694,77.5928083,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15d9f519d61f:0x5a8ec056f09dcebc!8m2!3d12.961694!4d77.594997?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.961694,""lng"":77.594997}",2021-02-05T17:34:28.019Z,,,3,3,"[""https://lh5.googleusercontent.com/p/AF1QipOgamoQCXMBDOBIFqR3Ayruhc9AaJ7ZZ0lISA9u=w1920-h1080-k-no""]"
IFB Point - Yeshwanthpura,,4.3,Appliance store,"Priyadarshini Veg, No: 4/11, 1st Main Road Gokula, 1st Stage, 4th Phase, Opposite, Yeswanthpur, Bengaluru, Karnataka 560022",,"Priyadarshini Veg, No: 4/11, 1st Main Road Gokula, 1st Stage, 4th Phase, Opposite","Priyadarshini Veg, No: 4/11, 1st Main Road Gokula, 1st Stage, 4th Phase, Opposite",Bengaluru,560022,Karnataka,IN,"2HF4+6M Bengaluru, Karnataka",ifbappliances.com,080 4110 1033,,,,293,ChIJBfk4mmQ9rjsRDt6_bzMkAyU,"https://www.google.com/maps/place/IFB+Point+-+Yeshwanthpura/@13.0231119,77.554531,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d649a38f905:0x250324336fbfde0e!8m2!3d13.0231119!4d77.5567197?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.0231119,""lng"":77.5567197}",2021-02-05T17:34:28.176Z,,,45,45,"[""https://lh5.googleusercontent.com/p/AF1QipOugew704DNrGoz9RcvRGIv81zigazoPxMCKS_l=w1920-h1080-k-no""]"
Saipriya Agencies Pvt ltd,,4.7,Air conditioning contractor,"#270, Sai Krupa, 8th Main, Rajivgandhi Nagar, Nandini Layout, Bengaluru, Karnataka 560096",,"#270, Sai Krupa, 8th Main, Rajivgandhi Nagar, Nandini Layout","#270, Sai Krupa, 8th Main, Rajivgandhi Nagar, Nandini Layout",Bengaluru,560096,Karnataka,IN,"2G9Q+49 Bengaluru, Karnataka",saipriyaagencies.com,,,,,295,ChIJj2SC1ww9rjsRqbIjUpM4Gh8,"https://www.google.com/maps/place/Saipriya+Agencies+Pvt+ltd/@13.017846,77.536291,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d0cd782648f:0x1f1a38935223b2a9!8m2!3d13.017854!4d77.5384806?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.017854,""lng"":77.5384806}",2021-02-05T17:34:30.215Z,,,7,7,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Adishwar Electro world - Premium Rajajinagar,,4,Appliance store,"No. 14, 10th Main Road, 1st Block, Next To Cake Palace, Rajajinagar, Bengaluru, Karnataka 560010",,"No. 14, 10th Main Road, 1st Block, Next To Cake Palace, Rajajinagar","No. 14, 10th Main Road, 1st Block, Next To Cake Palace, Rajajinagar",Bengaluru,560010,Karnataka,IN,"2H32+MH Bengaluru, Karnataka",adishwarestore.com,097313 06672,,,,296,ChIJJVGYo4Q9rjsRSsBErmsuuog,"https://www.google.com/maps/place/Adishwar+Electro+world+-+Premium+Rajajinagar/@13.0042447,77.5492983,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3d84a3985125:0x88ba2e6bae44c04a!8m2!3d13.0042447!4d77.551487?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.0042447,""lng"":77.551487}",2021-02-05T17:34:33.703Z,,,219,219,"[""https://lh5.googleusercontent.com/p/AF1QipNwd7E5IVk4umA8nGE_oMYlcAUdw0IJxUJNsZBR=w1920-h1080-k-no""]"
K.S.R. ceramics,,4,Tile store,"Kaviraj Kutir, 1st floor, Langford Rd Cross, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka 560027",,"Kaviraj Kutir, 1st floor, Langford Rd Cross","Kaviraj Kutir, 1st floor, Langford Rd Cross",Bengaluru,560027,Karnataka,IN,"XH6W+V2 Bengaluru, Karnataka",ksrceramics.com,,,,,291,ChIJv72t1poVrjsRrTQ23eKIFlo,"https://www.google.com/maps/place/K.S.R.+ceramics/@12.9621982,77.5928789,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae159ad6adbdbf:0x5a1688e2dd3634ad!8m2!3d12.9621982!4d77.5950676?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9621982,""lng"":77.5950676}",2021-02-05T17:34:43.038Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipMA1-rZNm2590qgHIg0KCNkm2KcifukZxwN9iUt=w1920-h1080-k-no""]"
SAMSUNG Customer Care Banglore,,4,Appliance repair service,"Rahmath Nagar, RT Nagar, Bengaluru, Karnataka 560032",,,,Bengaluru,560032,Karnataka,IN,,godrej.com,,1,,,288,ChIJlzKzmfkXrjsReQ6us-Nv5sE,"https://www.google.com/maps/place/SAMSUNG+Customer+Care+Banglore/@13.0195676,77.5880583,15z/data=!3m1!4b1!4m5!3m4!1s0x3bae17f999b33297:0xc1e66fe3b3ae0e79!8m2!3d13.0195677!4d77.5968131?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.0195677,""lng"":77.5968131}",2021-02-05T17:34:44.756Z,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Jv Electricals designer fans and appliances,,4.7,Electrical wholesaler,"No. 5, 1, 15th Cross Rd, Mahalakshmi Layout, Lakkasandra, Laljinagar, Wilson Garden, Bengaluru, Karnataka 560030",,"No. 5, 1, 15th Cross Rd","No. 5, 1, 15th Cross Rd",Bengaluru,560030,Karnataka,IN,"WHVW+9X Bengaluru, Karnataka",jvelectric.co.in,080 4120 7377,,,,289,ChIJN_3U6LcVrjsR-_vbdVBPIuk,"https://www.google.com/maps/place/Jv+Electricals+designer+fans+and+appliances/@12.9434299,77.5952118,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15b7e8d4fd37:0xe9224f5075dbfbfb!8m2!3d12.9434299!4d77.5974005?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9434299,""lng"":77.5974005}",2021-02-05T17:34:51.503Z,,,37,37,"[""https://lh5.googleusercontent.com/p/AF1QipOiQK39vqXlGGjBm2T6juqUvelU2HyuPWUazQTb=w1920-h1080-k-no""]"
"Jaquar Authorised Dealer, P.C.Sampath & Co.",,3.2,Bathroom supply store,"Millia Building, 1/1, NR Road, Bengaluru, Karnataka 560002",,"Millia Building, 1/1, NR Road","Millia Building, 1/1, NR Road",Bengaluru,560002,Karnataka,IN,"XH7H+98 Bengaluru, Karnataka",jaquar.com,080 2222 3392,,,,287,ChIJ_-2WCMAVrjsRwn5MJUzPEWc,"https://www.google.com/maps/place/Jaquar+Authorised+Dealer,+P.C.Sampath+%26+Co./@12.9634639,77.5761031,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15c00896edff:0x6711cf4c254c7ec2!8m2!3d12.9634639!4d77.5782918?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9634639,""lng"":77.5782918}",2021-02-05T17:34:52.798Z,,,6,6,"[""https://lh5.googleusercontent.com/p/AF1QipMNv8FlaJb99fvHQTpsg8xOJ8ZS9oHBNP2s-4Xd=w1920-h1080-k-no""]"
"Tata Motors Cars Showroom - Adishakti Cars, Hebbal",,3.9,Car dealer,"#56, Adishakti Cars Pvt Ltd Opp. Lumbini Garden Main Gate, Service Rd, next to Courtyard By Marriot, Veerannapalya, Nagavara, Bengaluru, Karnataka 560045",,"#56, Adishakti Cars Pvt Ltd Opp. Lumbini Garden Main Gate, Service Rd, next to Courtyard By Marriot","#56, Adishakti Cars Pvt Ltd Opp. Lumbini Garden Main Gate, Service Rd, next to Courtyard By Marriot",Bengaluru,560045,Karnataka,IN,"2JV5+5M Bengaluru, Karnataka",adishakticars.com,073759 03678,,,,286,ChIJR-X8xIgXrjsRO9f3DQjDEbA,"https://www.google.com/maps/place/Tata+Motors+Cars+Showroom+-+Adishakti+Cars,+Hebbal/@13.0429039,77.6069736,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1788c4fce547:0xb011c3080df7d73b!8m2!3d13.0429039!4d77.6091623?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.0429039,""lng"":77.6091623}",2021-02-05T17:35:02.591Z,,,"1,478",1478,"[""https://lh5.googleusercontent.com/p/AF1QipMYXCWcr_iaqYDvHgctnpLKll6fCk9A3k0-v40Q=w1920-h1080-k-no""]"
Krishna Weather System,,3.8,Air conditioning contractor,"7th Main Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",,7th Main Rd,7th Main Rd,Bengaluru,560038,Karnataka,IN,"XJFR+MX Bengaluru, Karnataka",krishnaweather.com,098440 59207,,,,284,ChIJibH3baoWrjsR1un5C_YI3gE,"https://www.google.com/maps/place/Krishna+Weather+System/@12.974145,77.6402039,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16aa6df7b189:0x1de08f60bf9e9d6!8m2!3d12.974145!4d77.6423926?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.974145,""lng"":77.6423926}",2021-02-05T17:35:05.244Z,,,36,36,"[""https://lh5.googleusercontent.com/p/AF1QipNqMfCXMscYJFtIT0y9ARQzUHV0vvb9AzFM_iQf=w1920-h1080-k-no""]"
ARYAN SUZUKI Dealers and Showroom in Bangalore,,3.4,Two Wheeler Dealer,"GROUND FLOOR, Domlur no 3, Thimmaiah Arcade, HAL Old Airport Rd, Bengaluru, Karnataka 560071",,"GROUND FLOOR, Domlur no 3, Thimmaiah Arcade, HAL Old Airport Rd","GROUND FLOOR, Domlur no 3, Thimmaiah Arcade, HAL Old Airport Rd",Bengaluru,560071,Karnataka,IN,"XJ6P+J8 Bengaluru, Karnataka",aryansuzuki.com,099166 63015,,,,285,ChIJD9WLrDUVrjsR3rTYWbYECOc,"https://www.google.com/maps/place/ARYAN+SUZUKI+Dealers+and+Showroom+in+Bangalore/@12.9616009,77.6335781,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1535ac8bd50f:0xe70804b659d8b4de!8m2!3d12.9616009!4d77.6357668?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":12.9616009,""lng"":77.6357668}",2021-02-05T17:35:07.637Z,,,"1,655",1655,"[""https://lh5.googleusercontent.com/p/AF1QipMKjPk3MGWkWUDBxIAtsSlq7InhFL0uwkJfvexS=w1920-h1080-k-no""]"
IFB Point - Sanjay Nagar,,3.8,Appliance store,"Ward No.100, No:96 (New No), Sanjay Nagar Main Road D, Dr Rajgopal Rd, Sanjaynagar, Bengaluru, Karnataka 560094",,"Ward No.100, No:96 (New No), Sanjay Nagar Main Road D, Dr Rajgopal Rd","Ward No.100, No:96 (New No), Sanjay Nagar Main Road D, Dr Rajgopal Rd",Bengaluru,560094,Karnataka,IN,"2HGH+WV Bengaluru, Karnataka",ifbappliances.com,080 4115 3199,,,,283,ChIJl7NYkMYXrjsRBgrXC9Apa20,"https://www.google.com/maps/place/IFB+Point+-+Sanjay+Nagar/@13.0272503,77.5775375,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae17c69058b397:0x6d6b29d00bd70a06!8m2!3d13.0272503!4d77.5797262?hl=en","https://www.google.com/maps/search/AC+Dealer+in+Bangalore/@13.0882979,77.4705047,12z/data=!4m2!2m1!6e6?hl=en",AC Dealer in Bangalore,"{""lat"":13.0272503,""lng"":77.5797262}",2021-02-05T17:35:13.801Z,,,106,106,"[""https://lh5.googleusercontent.com/p/AF1QipO0qqCgqcb9llIz7CkCTuKzECPkEbTQ1T-o5Czs=w1920-h1080-k-no""]"
INOX Air Products Limited,,3.5,Gas Agency,"24, Tilaknagar Main Road, 30th Cross Road, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",,"24, Tilaknagar Main Road, 30th Cross Road","24, Tilaknagar Main Road, 30th Cross Road",Bengaluru,560011,Karnataka,IN,"WH9W+R4 Bengaluru, Karnataka",inoxairproducts.com,080 2245 4106,,,,261,ChIJAQAAAKQVrjsR_DcAN86Xrf8,"https://www.google.com/maps/place/INOX+Air+Products+Limited/@12.9196088,77.5931288,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15a400000001:0xffad97ce370037fc!8m2!3d12.9196088!4d77.5953175?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9196088,""lng"":77.5953175}",2021-02-05T17:35:15.620Z,,,2,2,"[""https://lh5.googleusercontent.com/p/AF1QipM1WYpOm8OmsWMcbE3bnDlhIUc_MX2c2aKIi2bK=w1920-h1080-k-no""]"
Orient Traders,,4.2,HVAC contractor,"81/1, SJP Road, Thigalarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560005",,"81/1, SJP Road","81/1, SJP Road",Bengaluru,560005,Karnataka,IN,"XH7M+J4 Bengaluru, Karnataka",orientecosystems.com,,,,,255,ChIJo5t0q84VrjsR9vL5w2c6aZI,"https://www.google.com/maps/place/Orient+Traders/@12.9640475,77.5805921,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15ceab749ba3:0x92693a67c3f9f2f6!8m2!3d12.9640475!4d77.5827808?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9640475,""lng"":77.5827808}",2021-02-05T17:35:19.880Z,,,19,19,"[""https://lh5.googleusercontent.com/p/AF1QipOI5dyB4JPFQHFB4a2lnWIr3GcHSG1Z4Icn9XUX=w1920-h1080-k-no""]"
Avon Facility Management Services,,4,Cleaning service,"4th Floor, No. 27, SV Towers, 80 Feet Main Rd, Koramangala, Bengaluru, 560095",,"4th Floor, No. 27, SV Towers, 80 Feet Main Rd, Koramangala","4th Floor, No. 27, SV Towers, 80 Feet Main Rd, Koramangala",Bengaluru,560095,Karnataka,IN,"WJQG+M6 Bengaluru, Karnataka",avonfms.com,080 6105 6000,,,,257,ChIJbVzk8kMUrjsR5IjtfBZjYew,"https://www.google.com/maps/place/Avon+Facility+Management+Services/@12.9391334,77.6233509,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1443f2e45c6d:0xec6163167ced88e4!8m2!3d12.9391334!4d77.6255396?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9391334,""lng"":77.6255396}",2021-02-05T17:35:21.784Z,,,14,14,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Ocean Interiors,,2.6,HVAC contractor,"826, 10th A Main Rd, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038",,"826, 10th A Main Rd","826, 10th A Main Rd",Bengaluru,560038,Karnataka,IN,"XJGQ+WM Bengaluru, Karnataka",,099860 53793,,,,251,ChIJ4zo7U6QWrjsRL3O0DrUdg68,"https://www.google.com/maps/place/Ocean+Interiors/@12.9773313,77.6370459,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae16a4533b3ae3:0xaf831db50eb4732f!8m2!3d12.9773313!4d77.6392346?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9773313,""lng"":77.6392346}",2021-02-05T17:35:28.007Z,,,7,7,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Viveks Limited,,4,Air conditioning contractor,"Bhetal Layout, Langford Town, Shanti Nagar, Bengaluru, Karnataka 560025",,,,Bengaluru,,Karnataka,IN,"XJ43+P2 Bengaluru, Karnataka",viveksindia.com,080 4146 1906,,,,252,ChIJoTLEuhQVrjsReeKzC5BZrpQ,"https://www.google.com/maps/place/Viveks+Limited/@12.9567828,77.600383,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1514bac432a1:0x94ae59900bb3e279!8m2!3d12.9567828!4d77.6025717?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9567828,""lng"":77.6025717}",2021-02-05T17:35:29.505Z,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
LG Air conditioner repair center in Ganakal Village,,5,Air conditioning repair service,"NICE Bangalore Mysore Expressway, Ganakal Village, Srinivaspura, Bengaluru, Karnataka 560062",,NICE Bangalore Mysore Expressway,NICE Bangalore Mysore Expressway,Bengaluru,560062,Karnataka,IN,"VGV7+CC Bengaluru, Karnataka",lg.com,,,,,249,ChIJLaXUmAU_rjsRZkr6jG4z7bk,"https://www.google.com/maps/place/LG+Air+conditioner+repair+center+in+Ganakal+Village/@12.893593,77.5114058,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae3f0598d4a52d:0xb9ed336e8cfa4a66!8m2!3d12.893593!4d77.5135945?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.893593,""lng"":77.5135945}",2021-02-05T17:35:35.374Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipPAPHWaB8xs8KrOYGtYC_pFtBNCy4Bz3eGoh2t4=w1920-h1080-k-no""]"
Param Designs,,,Air conditioning contractor,"Anjanadri, 43/1, Thavarekere, Chocolate Factory Rd, BTM Layout, Bengaluru, Karnataka 560029",,"Anjanadri, 43/1, Thavarekere, Chocolate Factory Rd","Anjanadri, 43/1, Thavarekere, Chocolate Factory Rd",Bengaluru,560029,Karnataka,IN,"WJF6+J7 Bengaluru, Karnataka",,099002 15043,,,,253,ChIJY4jKn1UUrjsR-d1NgY0wp_M,"https://www.google.com/maps/place/Param+Designs/@12.9240155,77.608549,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae14559fca8863:0xf3a7308d814dddf9!8m2!3d12.9240155!4d77.6107377?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":12.9240155,""lng"":77.6107377}",2021-02-05T17:35:26.179Z,,,,,"[""https://lh6.googleusercontent.com/proxy/3syw9fu_O2xmk4VfcRGOvwW1F9xyk51p629eEI8oBSwDQftaRLQVSqPjlT7r2W7Dip3Cf0o4XV5nYHegbc-ix2IoH4Dd2RRIR9E7R7QI3lZ5oygUxYZypQpUM40y_npabcdyvqUEWkIuaF-tyCcCi2Ep6_c=w1920-h1080-k-no""]"
LG Air conditioner repair center in Chikkajala,,,Air conditioning repair service,"Chikkajala, Bengaluru, Karnataka 562157",,,,Bengaluru,562157,Karnataka,IN,"5JCP+J7 Bengaluru, Karnataka",lg.com,,,,,247,ChIJ4_oQQyUfrjsR3_AArlmhaMk,"https://www.google.com/maps/place/LG+Air+conditioner+repair+center+in+Chikkajala/@13.1715223,77.6334599,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1f254310fae3:0xc968a159ae00f0df!8m2!3d13.1715223!4d77.6356486?hl=en","https://www.google.com/maps/search/Air+Conditioning+Contractor+in+Bangalore/@13.0882979,77.4705047,12z?hl=en",Air Conditioning Contractor in Bangalore,"{""lat"":13.1715223,""lng"":77.6356486}",2021-02-05T17:35:34.576Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
